-0.264317,0.955118,
-0.268635,0.926345,
-0.286128,0.943238,
-0.293790,0.927371,
-0.306187,0.926843,
-0.313769,0.912059,
-0.333304,0.931523,
-0.341634,0.919087,
-0.355754,0.922257,
-0.356841,0.892307,
-0.376231,0.908302,
-0.382221,0.891655,
-0.402187,0.907318,
-0.410434,0.896078,
-0.420531,0.889137,
-0.422340,0.865326,
-0.442385,0.878868,
-0.451366,0.869961,
-0.468925,0.877297,
-0.470639,0.855095,
-0.479326,0.846129,
-0.483822,0.830144,
-0.508747,0.848793,
-0.516257,0.837831,
-0.515570,0.814174,
-0.543427,0.835308,
-0.534508,0.799947,
-0.553751,0.807127,
-0.556026,0.789497,
-0.566291,0.783470,
-0.584619,0.788268,
-0.605339,0.795611,
-0.596610,0.764486,
-0.624857,0.780735,
-0.609707,0.742930,
-0.624508,0.742201,
-0.643755,0.746291,
-0.646326,0.730941,
-0.648346,0.715340,
-0.679709,0.731694,
-0.664657,0.698111,
-0.681328,0.698259,
-0.699964,0.699964,
-0.697969,0.681045,
-0.705525,0.671716,
-0.715515,0.664679,
-0.740204,0.670882,
-0.739063,0.653508,
-0.738965,0.637435,
-0.750612,0.631584,
-0.747234,0.613239,
-0.750654,0.600783,
-0.766412,0.598114,
-0.782920,0.595684,
-0.796305,0.590580,
-0.781734,0.565037,
-0.787647,0.554724,
-0.805720,0.552786,
-0.830524,0.554938,
-0.831850,0.541178,
-0.820018,0.519271,
-0.838058,0.516396,
-0.828893,0.496820,
-0.847562,0.493974,
-0.868713,0.492120,
-0.841273,0.463032,
-0.869347,0.464676,
-0.874884,0.453920,
-0.876290,0.441087,
-0.896763,0.437683,
-0.894092,0.422874,
-0.893986,0.409476,
-0.888043,0.393643,
-0.899366,0.385527,
-0.904865,0.374807,
-0.904307,0.361640,
-0.910284,0.351135,
-0.925317,0.343950,
-0.928284,0.332145,
-0.909628,0.312933,
-0.938568,0.310061,
-0.947159,0.300059,
-0.922146,0.279730,
-0.922277,0.267455,
-0.963235,0.266563,
-0.950025,0.250398,
-0.943380,0.236304,
-0.960539,0.228113,
-0.960248,0.215631,
-0.956773,0.202550,
-0.971340,0.193212,
-0.981548,0.182750,
-0.963687,0.167216,
-0.979679,0.157632,
-0.970952,0.144027,
-0.977871,0.132811,
-0.990181,0.122127,
-0.987334,0.109493,
-0.968115,0.095351,
-0.994912,0.085677,
-0.984035,0.072587,
-0.968071,0.059475,
-0.966507,0.047481,
-0.994370,0.036625,
-0.970681,0.023829,
-0.972811,0.011939,
-0.962404,0.000000,
-0.974254,-0.011956,
-0.964773,-0.023684,
-0.965505,-0.035562,
-0.971494,-0.047726,
-0.962071,-0.059106,
-0.957900,-0.070659,
-0.981415,-0.084514,
-0.994387,-0.097939,
-0.968116,-0.107362,
-0.988248,-0.121889,
-0.974351,-0.132333,
-0.984573,-0.146048,
-0.952045,-0.153185,
-0.975591,-0.169281,
-0.979113,-0.182296,
-0.978939,-0.194723,
-0.948155,-0.200726,
-0.936724,-0.210348,
-0.941874,-0.223680,
-0.950021,-0.237968,
-0.930818,-0.245335,
-0.962153,-0.266264,
-0.950385,-0.275607,
-0.934277,-0.283410,
-0.949287,-0.300733,
-0.945288,-0.312281,
-0.933089,-0.321004,
-0.926612,-0.331547,
-0.935600,-0.347772,
-0.924633,-0.356670,
-0.924945,-0.369893,
-0.896919,-0.371516,
-0.898433,-0.385127,
-0.891533,-0.395189,
-0.892172,-0.408645,
-0.884708,-0.418436,
-0.871602,-0.425403,
-0.881256,-0.443587,
-0.865027,-0.448806,
-0.873625,-0.466962,
-0.857445,-0.471933,
-0.844053,-0.478150,
-0.863916,-0.503505,
-0.845812,-0.506960,
-0.835772,-0.514988,
-0.825778,-0.522918,
-0.826021,-0.537385,
-0.828227,-0.553404,
-0.812462,-0.557411,
-0.801946,-0.564794,
-0.797118,-0.576157,
-0.795896,-0.590277,
-0.777672,-0.591690,
-0.786521,-0.613807,
-0.763257,-0.610869,
-0.758116,-0.622170,
-0.757069,-0.637018,
-0.754041,-0.650440,
-0.722730,-0.639066,
-0.734915,-0.666088,
-0.719952,-0.668801,
-0.708317,-0.674374,
-0.711418,-0.694168,
-0.698307,-0.698307,
-0.684554,-0.701566,
-0.669808,-0.703522,
-0.661322,-0.711901,
-0.650974,-0.718239,
-0.652562,-0.737992,
-0.652218,-0.756102,
-0.635383,-0.755126,
-0.625377,-0.762024,
-0.609983,-0.762150,
-0.614383,-0.787259,
-0.602113,-0.791371,
-0.594310,-0.801334,
-0.584339,-0.808438,
-0.561614,-0.797430,
-0.556722,-0.811457,
-0.535168,-0.800936,
-0.529362,-0.813688,
-0.534433,-0.843963,
-0.524085,-0.850536,
-0.510691,-0.852037,
-0.497959,-0.854400,
-0.492573,-0.869513,
-0.478828,-0.869973,
-0.471321,-0.881780,
-0.443824,-0.855424,
-0.442477,-0.879051,
-0.438032,-0.897478,
-0.414679,-0.876765,
-0.411391,-0.898168,
-0.391941,-0.884204,
-0.383610,-0.894895,
-0.374860,-0.904993,
-0.361929,-0.905031,
-0.355976,-0.922834,
-0.336454,-0.905151,
-0.326776,-0.913278,
-0.312704,-0.908964,
-0.311445,-0.942757,
-0.295823,-0.933790,
-0.283447,-0.934399,
-0.271867,-0.937489,
-0.263982,-0.953910,
-0.251448,-0.954011,
-0.237810,-0.949390,
-0.225268,-0.948560,
-0.213095,-0.948954,
-0.200545,-0.947298,
-0.190795,-0.959193,
-0.178688,-0.959732,
-0.168787,-0.972742,
-0.153809,-0.955923,
-0.140883,-0.949756,
-0.134325,-0.989020,
-0.119532,-0.969142,
-0.106811,-0.963143,
-0.096510,-0.979881,
-0.084659,-0.983098,
-0.072676,-0.985245,
-0.059549,-0.969284,
-0.048224,-0.981614,
-0.036362,-0.987238,
-0.023674,-0.964357,
-0.012206,-0.994561,
-0.000000,-0.979368,
0.011957,-0.974293,
0.023566,-0.959966,
0.035765,-0.971017,
0.048149,-0.980086,
0.059339,-0.965858,
0.070973,-0.962159,
0.082591,-0.959076,
0.095524,-0.969870,
0.109631,-0.988574,
0.119472,-0.968657,
0.132973,-0.979067,
0.144111,-0.971518,
0.154846,-0.962369,
0.165440,-0.953452,
0.182441,-0.979889,
0.189700,-0.953686,
0.203280,-0.960221,
0.212973,-0.948413,
0.222905,-0.938609,
0.240760,-0.961166,
0.254816,-0.966787,
0.257207,-0.929426,
0.275012,-0.948336,
0.280133,-0.923476,
0.294306,-0.929001,
0.306448,-0.927630,
0.321276,-0.933882,
0.333627,-0.932426,
0.343066,-0.922940,
0.354489,-0.918978,
0.357673,-0.894388,
0.373808,-0.902452,
0.386853,-0.902460,
0.402792,-0.908684,
0.410874,-0.897040,
0.421444,-0.891068,
0.432561,-0.886269,
0.435787,-0.865760,
0.444183,-0.856116,
0.470065,-0.879430,
0.474456,-0.862030,
0.482739,-0.852154,
0.490166,-0.841029,
0.499959,-0.834132,
0.520925,-0.845408,
0.521336,-0.823280,
0.540364,-0.830600,
0.538661,-0.806162,
0.564704,-0.823091,
0.573617,-0.814473,
0.581829,-0.804967,
0.590788,-0.796585,
0.587135,-0.771685,
0.594225,-0.761429,
0.607416,-0.758942,
0.620581,-0.756180,
0.636140,-0.756027,
0.643317,-0.745783,
0.661208,-0.747770,
0.649101,-0.716172,
0.675831,-0.727519,
0.666184,-0.699714,
0.694427,-0.711683,
0.694708,-0.694708,
0.708968,-0.691778,
0.720196,-0.685684,
0.730302,-0.678416,
0.731349,-0.662856,
0.746814,-0.660363,
0.731221,-0.630756,
0.735640,-0.618986,
0.745499,-0.611815,
0.762369,-0.610159,
0.780775,-0.609323,
0.772657,-0.587875,
0.791747,-0.587199,
0.808421,-0.584326,
0.799669,-0.563191,
0.797249,-0.546974,
0.810656,-0.541663,
0.814673,-0.530003,
0.825604,-0.522808,
0.844577,-0.520413,
0.853688,-0.511681,
0.861616,-0.502165,
0.866504,-0.490868,
0.863076,-0.475032,
0.857505,-0.458346,
0.856827,-0.444552,
0.879027,-0.442465,
0.883014,-0.430973,
0.903028,-0.427101,
0.894258,-0.409600,
0.906833,-0.401971,
0.882678,-0.378373,
0.896929,-0.371520,
0.907865,-0.363063,
0.900834,-0.347490,
0.918917,-0.341571,
0.905116,-0.323856,
0.923381,-0.317664,
0.920775,-0.304183,
0.919280,-0.291227,
0.924011,-0.280296,
0.929458,-0.269538,
0.960162,-0.265712,
0.965652,-0.254516,
0.941045,-0.235719,
0.945232,-0.224478,
0.965301,-0.216766,
0.953878,-0.201937,
0.976741,-0.194286,
0.959934,-0.178726,
0.972787,-0.168795,
0.961442,-0.154697,
0.987398,-0.146467,
0.952244,-0.129330,
0.962806,-0.118751,
0.983360,-0.109053,
0.986287,-0.097141,
0.976904,-0.084126,
0.976015,-0.071995,
0.961269,-0.059057,
0.990836,-0.048677,
0.963411,-0.035485,
0.974140,-0.023914,
0.987709,-0.012122,
